,time,avail,forcast_avail,bottom_level,top_level,percentage
58058,6,0,1,25,34,0
58059,13,0,0,48,55,8
58060,4,1,0,1,18,0
58061,18,1,0,69,33,27
58062,8,0,1,20,4,0
58063,4,1,0,55,89,0
58064,16,0,0,0,91,0
58065,6,1,1,11,33,0
58066,22,1,0,54,3,15
58067,13,1,1,62,26,29
58068,10,0,0,17,48,0
58069,13,0,0,46,29,10
58070,2,0,1,19,71,0
58071,6,1,1,88,52,0
58072,19,1,0,17,78,0
58073,18,0,1,98,9,26
58074,10,1,1,96,97,0
58075,9,1,1,19,31,0
58076,5,0,0,91,83,0
58077,22,1,1,71,50,13
58078,8,0,0,99,69,1
58079,16,0,0,93,77,0
58080,16,0,0,9,56,0
58081,13,1,1,81,54,22
58082,22,1,0,19,91,0
58083,4,0,0,59,53,6
58084,9,1,0,40,84,0
58085,22,1,1,93,98,0
58086,20,1,1,44,95,0
58087,10,1,0,8,74,0
58088,23,1,0,36,97,0
58089,10,1,1,53,32,5
58090,17,1,0,94,92,0
58091,12,1,0,16,54,0
58092,22,0,1,13,32,0
58093,5,0,1,100,64,1
58094,17,1,1,69,29,9
58095,1,0,0,25,17,0
58096,1,1,1,79,64,6
58097,11,1,0,21,17,0
58098,1,1,1,3,33,0
58099,21,0,0,37,53,3
58100,3,1,1,5,98,0
58101,22,0,1,5,8,0
58102,20,1,1,97,9,28
58103,18,0,1,28,76,0
58104,4,0,1,37,88,0
58105,2,1,0,33,18,0
58106,13,1,0,7,40,0
58107,2,0,1,63,40,1
58108,20,0,1,38,72,0
58109,13,1,1,31,14,10
58110,9,0,0,92,76,0
58111,15,0,1,88,17,5
58112,15,1,1,38,26,12
58113,1,1,0,63,74,0
58114,4,1,0,89,96,0
58115,15,1,0,13,31,0
58116,16,0,0,71,38,3
58117,6,1,1,73,6,21
58118,20,0,1,80,77,0
58119,0,0,0,47,71,0
58120,21,0,0,17,28,0
58121,8,1,0,37,5,29
58122,19,1,1,32,50,20
58123,12,1,1,0,1,0
58124,11,0,1,11,23,0
58125,21,0,1,37,77,0
58126,17,1,0,73,72,0
58127,16,0,1,49,42,3
58128,6,1,1,100,13,17
58129,0,1,0,22,34,0
58130,12,0,1,88,80,0
58131,22,0,1,55,69,17
58132,10,0,1,20,47,0
58133,9,1,0,98,89,0
58134,10,0,0,14,9,0
58135,9,1,1,89,2,22
58136,11,0,1,18,15,0
58137,4,0,0,39,82,0
58138,7,1,1,54,75,0
58139,10,0,0,80,77,0
58140,18,1,1,75,91,0
58141,0,0,1,67,31,3
58142,16,0,0,46,19,7
58143,6,0,0,33,74,0
58144,20,0,1,47,32,0
58145,13,0,0,89,61,8
58146,18,0,0,84,64,1
58147,0,0,1,42,3,5
58148,10,0,0,86,58,6
58149,12,0,1,66,22,7
58150,23,0,0,97,75,0
58151,12,0,0,12,12,0
58152,6,1,0,50,43,15
58153,14,1,1,86,73,0
58154,19,0,1,50,40,14
58155,22,1,1,17,71,0
58156,3,0,0,64,93,0
58157,20,1,0,83,96,0
58158,9,1,0,14,28,0
58159,15,0,1,10,96,0
58160,6,1,0,73,90,0
58161,15,0,1,45,18,1
58162,8,1,1,82,72,0
58163,9,0,1,4,5,0
58164,22,0,1,31,10,23
58165,10,1,1,93,26,17
58166,17,0,0,79,25,9
58167,20,1,0,94,79,0
58168,2,1,1,79,55,3
58169,5,0,0,91,45,7
58170,17,1,0,50,24,8
58171,6,1,1,31,58,24
58172,0,1,1,31,32,23
58173,23,1,0,78,39,2
58174,20,1,1,11,40,0
58175,14,0,0,17,16,0
58176,0,1,1,15,54,0
58177,15,0,0,89,95,0
58178,8,1,0,31,65,2
58179,11,1,1,88,69,16
58180,0,0,0,58,77,0
58181,6,1,0,26,6,0
58182,1,0,0,71,67,8
58183,3,1,1,10,76,0
58184,9,0,1,28,25,0
58185,15,1,0,53,20,0
58186,7,1,0,70,35,19
58187,9,1,1,60,11,25
58188,23,1,1,4,17,0
58189,3,1,1,28,77,0
58190,9,1,0,66,63,25
58191,1,1,1,2,53,0
58192,19,1,0,68,74,0
58193,12,1,1,3,24,0
58194,0,1,0,59,29,0
58195,8,0,0,70,76,0
58196,1,0,0,79,84,0
58197,9,0,0,27,70,0
58198,2,0,0,23,27,0
58199,22,0,0,52,36,8
58200,13,0,0,59,93,0
58201,12,0,1,62,31,6
58202,19,1,0,35,10,27
58203,13,0,0,14,50,0
58204,10,0,0,83,97,0
58205,8,0,0,33,62,1
58206,14,1,1,75,5,22
58207,15,1,1,46,77,0
58208,10,1,0,78,58,12
58209,2,1,0,33,72,0
58210,19,0,0,79,66,0
58211,19,0,0,76,73,0
58212,9,0,0,58,84,0
58213,5,0,1,9,59,0
58214,15,0,0,26,77,0
58215,10,1,0,20,65,0
58216,14,0,0,39,68,4
58217,20,1,1,49,90,0
58218,11,1,1,52,82,0
58219,8,0,1,11,75,0
58220,18,1,0,32,38,10
58221,17,1,1,75,44,5
58222,3,0,1,27,59,0
58223,14,0,1,25,25,0
58224,6,1,0,88,28,30
58225,6,0,1,22,30,0
58226,8,1,0,48,50,26
58227,3,1,0,8,91,0
58228,18,0,0,8,1,0
58229,21,1,1,74,93,0
58230,23,1,0,13,59,0
58231,8,0,1,56,10,8
58232,1,1,1,70,61,11
58233,0,1,0,93,63,2
58234,20,0,1,65,43,17
58235,6,1,1,95,40,22
58236,7,1,1,6,51,0
58237,8,0,1,37,19,10
58238,12,0,0,42,75,0
58239,14,1,0,27,64,0
58240,6,0,0,74,34,2
58241,18,1,1,33,88,0
58242,8,0,1,91,84,0
58243,16,0,1,18,14,0
58244,7,1,1,74,98,0
58245,22,0,0,9,41,0
58246,4,0,0,6,48,0
58247,23,0,0,81,90,0
58248,11,1,1,7,81,0
58249,11,0,0,76,2,14
58250,4,0,1,58,3,15
58251,0,1,1,4,5,0
58252,3,1,1,12,31,0
58253,4,1,0,71,1,28
58254,5,0,1,45,9,13
58255,18,0,0,49,64,6
58256,15,0,0,80,68,3
58257,13,0,0,6,56,0
58258,0,0,0,31,14,0
58259,13,1,1,31,60,8
58260,1,1,1,14,25,0
58261,19,0,1,13,67,0
58262,22,0,0,32,71,0
58263,9,1,0,77,61,18
58264,12,1,0,87,91,0
58265,16,1,0,45,94,0
58266,11,0,1,71,56,10
58267,23,1,0,65,5,7
58268,22,0,0,72,60,9
58269,4,0,1,37,17,4
58270,9,0,1,58,77,0
58271,21,1,1,10,65,0
58272,17,1,0,100,92,0
58273,16,0,1,69,86,0
58274,13,1,1,6,44,0
58275,13,1,1,76,11,17
58276,11,1,1,56,6,27
58277,11,1,1,69,7,20
58278,1,1,1,72,85,0
58279,22,0,0,83,29,7
58280,17,0,1,15,97,0
58281,18,1,1,37,50,20
58282,13,1,1,85,8,27
58283,14,0,0,6,79,0
58284,6,1,1,3,1,0
58285,23,0,0,67,75,0
58286,20,0,0,43,15,4
58287,14,0,1,7,6,0
58288,7,0,0,68,61,4
58289,11,1,0,10,57,0
58290,20,1,0,61,41,8
58291,6,1,0,36,50,14
58292,16,1,1,97,34,12
58293,22,1,1,91,25,9
58294,12,1,0,0,56,0
58295,19,0,0,33,30,4
58296,9,0,0,73,97,0
58297,22,0,0,6,83,0
58298,1,0,1,58,83,0
58299,8,0,1,71,84,0
58300,10,1,1,18,71,0
58301,12,1,1,78,57,29
58302,0,0,0,49,32,2
58303,13,1,1,56,62,27
58304,10,0,1,49,69,10
58305,6,1,0,0,49,0
58306,16,1,0,80,93,0
58307,18,0,1,6,36,0
58308,10,1,0,66,38,24
58309,4,1,0,65,54,0
58310,16,0,1,45,70,0
58311,6,1,0,57,51,5
58312,8,0,0,55,100,0
58313,8,0,1,36,37,3
58314,9,0,0,8,18,0
58315,21,0,1,93,10,23
58316,3,0,1,54,71,0
58317,18,0,0,15,18,0
58318,15,0,0,23,99,0
58319,14,1,1,65,97,0
58320,5,1,0,92,35,19
58321,12,0,1,34,84,0
58322,1,1,0,51,60,3
58323,17,1,1,90,21,9
58324,19,0,1,32,34,20
58325,7,1,1,44,81,0
58326,2,1,0,47,72,0
58327,13,1,1,37,20,1
58328,4,0,0,4,19,0
58329,19,1,0,72,100,0
58330,0,1,1,43,15,3
58331,6,1,0,16,11,0
58332,15,1,1,63,25,27
58333,17,0,1,13,19,0
58334,20,0,0,90,9,11
58335,19,0,1,4,60,0
58336,11,0,0,8,88,0
58337,17,1,1,58,99,0
58338,16,0,0,44,47,6
58339,3,0,1,72,61,2
58340,1,0,1,84,0,6
58341,16,0,1,100,84,0
58342,20,1,0,92,9,25
58343,13,0,1,39,36,1
58344,18,0,0,86,18,7
58345,14,0,0,6,3,0
58346,10,0,0,86,5,15
58347,19,1,1,58,45,28
58348,20,1,0,99,20,22
58349,5,1,1,73,4,29
58350,9,1,0,97,64,25
58351,21,1,0,35,11,1
58352,15,0,0,5,89,0
58353,19,1,1,67,35,2
58354,2,0,1,91,95,0
58355,23,0,0,8,36,0
58356,22,1,1,56,7,30
58357,4,0,0,90,44,0
58358,8,0,1,70,22,2
58359,2,1,0,3,57,0
58360,13,1,1,11,52,0
58361,14,0,0,68,96,0
58362,15,0,0,48,83,0
58363,2,0,1,60,24,7
58364,15,1,0,50,44,11
58365,0,0,1,36,42,1
58366,9,1,0,23,60,0
58367,2,0,1,21,82,0
58368,20,1,1,35,52,13
58369,14,0,1,80,11,4
58370,21,1,0,69,34,9
58371,11,1,1,6,67,0
58372,15,1,1,54,0,21
58373,21,1,0,93,1,7
58374,23,0,1,94,43,23
58375,16,1,0,88,96,0
58376,6,1,1,59,41,13
58377,20,1,1,36,65,2
58378,10,1,0,27,72,0
58379,18,1,0,67,31,4
58380,10,0,1,33,100,0
58381,4,0,1,81,58,3
58382,5,0,0,4,1,0
58383,7,1,1,87,14,28
58384,11,0,0,45,81,0
58385,21,0,0,0,37,0
58386,5,1,0,86,21,2
58387,22,0,0,48,43,8
58388,14,0,1,0,79,0
58389,21,0,0,57,6,9
58390,8,0,0,30,7,15
58391,6,1,1,60,40,0
58392,18,0,1,69,30,23
58393,18,0,1,84,3,25
58394,7,0,1,48,65,8
58395,2,0,0,61,97,0
58396,2,0,0,45,1,5
58397,19,1,1,99,37,29
58398,4,0,1,55,16,0
58399,21,1,0,6,13,0
58400,3,1,1,13,64,0
58401,15,0,1,14,93,0
58402,11,1,0,74,25,14
58403,23,0,0,43,70,6
58404,9,0,1,33,73,0
58405,12,0,0,70,64,8
58406,8,1,0,91,22,17
58407,16,1,0,33,98,0
58408,10,1,0,28,15,0
58409,9,1,0,97,78,0
58410,5,1,0,93,47,27
58411,15,1,1,19,22,0
58412,22,0,0,41,56,4
58413,11,1,1,89,95,0
58414,22,1,0,34,46,5
58415,22,1,1,50,60,5
58416,13,0,0,68,56,1
58417,1,1,1,44,13,4
58418,18,1,1,84,39,18
58419,5,1,0,27,49,0
58420,8,1,1,32,2,20
58421,21,1,1,96,38,29
58422,13,1,0,26,5,0
58423,19,1,1,26,98,0
58424,23,1,1,7,66,0
58425,15,1,0,1,57,0
58426,9,1,1,3,22,0
58427,16,0,1,68,15,10
58428,0,1,0,80,66,27
58429,2,1,1,63,65,19
58430,16,1,0,15,71,0
58431,4,0,0,19,56,0
58432,5,0,0,20,39,0
58433,23,0,1,19,5,0
58434,2,0,0,56,88,0
58435,1,0,1,50,46,9
58436,6,0,0,16,30,0
58437,4,0,1,53,23,9
58438,13,1,0,17,83,0
58439,6,1,0,34,75,0
58440,11,1,0,20,87,0
58441,12,1,0,75,73,0
58442,3,0,0,5,19,0
58443,13,0,0,94,74,0
58444,1,0,1,22,98,0
58445,9,0,1,94,17,7
58446,1,0,1,54,5,6
58447,20,0,1,9,31,0
58448,20,1,1,56,29,7
58449,22,1,0,92,54,9
58450,3,0,1,27,40,0
58451,14,0,0,63,81,0
58452,14,1,1,80,80,0
58453,22,1,0,81,92,0
58454,2,1,1,89,30,3
58455,6,1,1,75,84,0
58456,16,0,0,59,69,2
58457,9,0,1,74,100,0
58458,17,0,1,80,69,2
58459,8,0,0,78,99,0
58460,8,0,0,89,56,4
58461,3,0,1,1,66,0
58462,14,1,1,7,0,0
58463,20,0,0,22,75,0
58464,20,0,1,44,40,3
58465,2,0,0,29,57,0
58466,8,0,0,83,74,0
58467,22,0,1,54,40,7
58468,19,1,0,17,52,0
58469,3,1,0,19,74,0
58470,20,0,0,42,82,0
58471,15,1,0,91,58,12
58472,8,0,0,34,18,7
58473,18,0,0,78,2,15
58474,2,0,1,23,9,0
58475,7,1,0,86,77,0
58476,13,1,1,88,40,20
58477,18,1,0,97,34,17
58478,4,1,1,47,29,30
58479,19,0,1,88,70,29
58480,6,1,1,7,4,0
58481,11,0,0,82,59,5
58482,5,0,1,14,31,0
58483,6,1,0,40,54,23
58484,9,1,1,60,71,0
58485,2,1,1,68,97,0
58486,16,1,1,39,86,0
58487,0,1,0,9,7,0
58488,7,1,0,49,52,12
58489,23,1,0,95,0,7
58490,3,1,1,64,76,0
58491,5,1,0,39,58,19
58492,7,0,1,69,14,7
58493,0,1,1,10,13,0
58494,14,0,1,80,38,1
58495,22,0,1,18,19,0
58496,11,1,0,24,74,0
58497,14,1,1,79,16,13
58498,13,1,0,17,55,0
58499,22,1,0,90,8,8
58500,20,1,0,7,6,0
58501,18,0,1,50,51,24
58502,18,0,1,74,63,9
58503,3,0,1,88,62,2
58504,7,1,1,21,75,0
58505,21,1,0,61,68,6
58506,18,1,0,4,55,0
58507,4,0,0,6,7,0
58508,9,0,1,47,5,6
58509,22,0,1,100,94,0
58510,23,0,0,36,7,12
58511,11,0,0,73,56,6
58512,10,1,0,3,20,0
58513,12,1,1,87,85,0
58514,2,0,0,56,97,0
58515,2,0,0,21,42,0
58516,18,1,0,44,17,15
58517,6,0,0,13,26,0
58518,16,0,1,46,55,4
58519,10,1,1,80,4,22
58520,9,0,1,43,4,9
58521,19,0,0,79,33,6
58522,12,1,1,73,100,0
58523,1,0,1,71,31,3
58524,22,0,0,59,14,8
58525,12,0,1,70,35,6
58526,21,1,0,3,1,0
58527,16,0,1,18,0,0
58528,12,0,1,64,78,0
58529,4,0,1,79,0,9
58530,9,1,0,57,66,7
58531,8,1,0,69,89,0
58532,13,0,1,48,26,5
58533,16,1,0,65,73,0
58534,19,1,0,70,37,28
58535,9,0,0,88,23,3
58536,0,0,1,99,3,9
58537,19,0,0,81,10,8
58538,10,1,1,81,76,0
58539,2,0,1,35,11,1
58540,8,0,0,70,71,0
58541,13,1,1,87,77,0
58542,7,0,1,6,4,0
58543,15,1,1,59,25,14
58544,19,0,1,68,78,0
58545,13,1,0,99,96,0
58546,0,0,0,42,6,5
58547,14,1,1,69,68,5
58548,14,0,0,71,22,7
58549,1,0,1,68,91,0
58550,14,1,0,96,37,24
58551,2,1,0,92,41,20
58552,20,0,0,6,45,0
58553,18,0,1,70,24,12
58554,2,0,0,82,76,0
58555,18,1,1,89,35,5
58556,3,0,1,7,49,0
58557,19,1,0,40,83,0
58558,5,1,1,95,43,22
58559,2,1,0,27,75,0
58560,5,0,0,54,19,10
58561,5,0,0,73,29,7
58562,3,0,0,11,65,0
58563,9,0,0,84,92,0
58564,1,1,1,38,18,6
58565,17,1,1,28,99,0
58566,20,1,0,30,94,0
58567,7,1,0,4,61,0
58568,2,0,1,38,21,10
58569,0,1,0,99,25,3
58570,2,0,0,8,51,0
58571,21,1,1,67,62,20
58572,0,0,1,75,3,6
58573,9,0,0,81,84,0
58574,2,0,1,90,33,5
58575,3,0,0,95,73,0
58576,20,0,1,33,91,0
58577,19,0,1,45,6,29
58578,23,0,0,16,27,0
58579,1,1,1,55,69,19
58580,7,1,0,53,75,0
58581,18,0,1,79,94,0
58582,12,1,1,7,39,0
58583,13,0,0,39,4,10
58584,2,1,0,78,56,13
58585,18,0,1,44,98,0
58586,23,1,1,19,54,0
58587,15,0,0,83,71,0
58588,3,1,0,92,97,0
58589,7,1,1,5,83,0
58590,1,1,1,87,27,20
58591,0,1,1,58,48,12
58592,4,0,0,76,90,0
58593,21,0,1,9,89,0
58594,4,0,0,77,58,6
58595,13,0,0,10,95,0
58596,6,0,0,29,71,0
58597,7,1,0,80,67,22
58598,10,1,0,100,30,0
58599,20,1,1,99,53,25
58600,11,1,0,91,48,20
58601,8,1,0,96,0,30
58602,0,0,1,5,8,0
58603,2,0,1,20,78,0
58604,16,0,1,33,35,1
58605,3,0,0,48,79,0
58606,13,1,1,58,31,11
58607,7,1,0,4,77,0
58608,19,0,1,90,72,0
58609,7,0,0,46,18,2
58610,7,0,1,96,61,5
58611,19,1,0,29,82,0
58612,12,1,1,96,46,29
58613,23,1,0,35,79,0
58614,4,0,0,8,33,0
58615,7,0,1,0,77,0
58616,9,0,0,75,98,0
58617,20,0,1,9,100,0
58618,11,1,1,67,67,26
58619,6,1,1,47,48,21
58620,15,1,1,47,89,0
58621,16,1,1,52,84,0
58622,12,1,1,56,64,24
58623,23,0,1,38,6,21
58624,19,1,1,40,4,25
58625,13,0,0,82,19,5
58626,13,1,0,52,39,28
58627,19,0,0,57,1,12
58628,5,0,0,52,65,10
58629,1,0,0,43,53,7
58630,17,0,0,74,53,4
58631,6,0,1,25,1,0
58632,16,1,0,59,2,23
58633,11,1,0,6,46,0
58634,14,1,0,3,25,0
58635,13,1,1,21,29,0
58636,23,1,1,5,39,0
58637,3,0,1,19,69,0
58638,6,0,1,99,57,8
58639,17,1,1,34,56,6
58640,14,0,0,46,57,2
58641,19,0,0,38,29,5
58642,9,0,1,89,13,1
58643,9,1,0,77,100,0
58644,14,0,0,68,8,7
58645,23,1,1,77,57,20
58646,17,1,1,69,22,26
58647,4,0,0,70,83,0
58648,7,0,1,64,63,10
58649,17,0,1,59,90,0
58650,3,1,0,84,49,1
58651,3,0,1,11,4,0
58652,20,1,1,11,14,0
58653,19,1,1,86,81,0
58654,21,1,1,21,100,0
58655,2,0,0,39,25,5
58656,4,1,0,18,55,0
58657,4,0,0,63,90,0
58658,11,0,0,53,81,0
58659,18,1,1,15,46,0
58660,0,0,0,14,32,0
58661,15,1,0,90,41,7
58662,20,0,1,96,72,0
58663,4,1,1,70,56,11
58664,5,0,1,78,34,10
58665,13,0,0,90,91,0
58666,3,0,0,60,46,8
58667,13,1,1,14,95,0
58668,13,1,0,32,54,22
58669,18,0,1,5,96,0
58670,22,0,1,40,71,0
58671,20,0,1,25,74,0
58672,20,0,1,94,77,0
58673,11,0,0,29,91,0
58674,6,1,0,72,94,0
58675,10,1,0,5,65,0
58676,15,0,0,47,14,5
58677,13,0,1,74,51,8
58678,8,0,0,2,54,0
58679,1,1,0,83,4,29
58680,8,1,1,0,93,0
58681,18,0,1,66,42,5
58682,8,0,1,95,98,0
58683,4,0,1,10,15,0
58684,21,1,0,38,15,0
58685,2,1,0,22,99,0
58686,4,0,0,5,38,0
58687,5,0,1,93,66,2
58688,22,0,1,89,23,19
58689,16,0,0,44,4,13
58690,23,0,1,43,57,7
58691,1,0,1,15,6,0
58692,19,0,0,3,18,0
58693,22,0,0,24,69,0
58694,22,0,0,36,71,0
58695,21,1,0,29,26,0
58696,10,0,0,33,18,8
58697,12,1,1,29,10,0
58698,6,0,0,13,29,0
58699,23,1,1,53,51,11
58700,8,1,0,100,12,1
58701,6,1,1,51,26,27
58702,10,0,1,52,88,0
58703,1,0,1,53,37,10
58704,17,1,0,86,45,22
58705,20,0,0,23,16,0
58706,15,0,0,8,52,0
58707,2,0,1,43,49,1
58708,21,1,1,17,39,0
58709,22,0,1,14,22,0
58710,11,1,0,46,55,23
58711,8,0,0,34,58,1
58712,8,0,1,99,20,1
58713,15,1,0,85,7,26
58714,2,0,0,74,89,0
58715,7,1,0,90,41,18
58716,6,1,0,50,31,18
58717,18,0,1,79,29,21
58718,19,1,0,51,77,0
58719,14,0,1,82,15,3
58720,22,0,1,32,24,2
58721,23,1,0,13,57,0
58722,0,1,1,92,55,7
58723,10,1,0,47,24,0
58724,15,0,1,11,54,0
58725,14,0,0,48,74,0
58726,19,1,0,5,69,0
58727,16,1,1,34,98,0
58728,18,1,1,62,28,26
58729,8,1,1,78,38,14
58730,22,0,1,13,12,0
58731,12,0,0,86,53,0
58732,0,0,1,65,66,2
58733,1,0,1,6,39,0
58734,14,1,1,18,30,0
58735,5,0,0,100,69,7
58736,16,0,0,88,76,0
58737,12,1,0,49,42,29
58738,22,0,1,70,65,19
58739,4,0,1,36,95,0
58740,22,0,1,6,83,0
58741,21,1,1,16,87,0
58742,20,1,1,66,96,0
58743,20,0,0,56,33,0
58744,20,1,1,48,4,23
58745,5,0,1,83,98,0
58746,19,1,0,63,5,27
58747,15,1,0,36,41,13
58748,14,1,0,40,69,1
58749,19,1,1,57,26,27
58750,0,1,0,2,35,0
58751,2,0,0,28,18,0
58752,18,0,1,48,100,0
58753,16,1,1,71,46,18
58754,13,1,1,5,48,0
58755,16,0,0,6,86,0
58756,16,1,1,9,86,0
58757,17,1,0,59,99,0
58758,22,1,1,63,90,0
58759,1,0,1,97,53,10
58760,4,0,0,5,13,0
58761,6,1,0,2,7,0
58762,3,1,0,19,88,0
58763,0,0,1,42,4,12
58764,10,1,1,86,0,24
58765,7,1,0,23,94,0
58766,4,1,0,21,16,0
58767,1,0,0,2,12,0
58768,22,0,1,23,13,0
58769,22,1,0,12,14,0
58770,12,0,0,63,41,2
58771,4,0,1,82,72,0
58772,8,1,1,62,47,11
58773,16,0,0,7,34,0
58774,16,1,1,11,28,0
58775,0,0,0,51,63,2
58776,12,1,0,40,45,0
58777,3,1,0,21,66,0
58778,23,0,1,38,75,0
58779,11,0,1,35,14,7
58780,11,0,1,9,25,0
58781,5,1,0,54,40,21
58782,1,1,0,80,52,2
58783,1,0,1,48,62,8
58784,1,0,1,100,83,0
58785,21,1,1,76,76,0
58786,7,1,1,16,79,0
58787,22,1,0,0,46,0
58788,6,0,1,39,86,0
58789,21,0,1,33,41,25
58790,19,1,0,43,5,26
58791,3,1,1,49,47,12
58792,20,1,0,94,32,29
58793,8,0,1,4,3,0
58794,18,1,0,51,4,27
58795,8,1,0,27,76,0
58796,10,1,1,54,0,22
58797,11,1,1,42,40,28
58798,1,0,0,82,52,6
58799,19,1,0,16,12,0
58800,13,1,0,37,95,0
58801,5,1,0,6,10,0
58802,4,0,1,24,1,0
58803,21,1,1,92,34,14
58804,20,1,0,93,41,9
58805,8,1,1,2,97,0
58806,12,1,1,74,52,18
58807,0,1,1,43,96,0
58808,15,1,0,46,45,14
58809,20,0,0,49,1,12
58810,9,0,0,68,66,3
58811,1,0,0,56,41,5
58812,3,1,1,68,4,28
58813,19,1,0,92,74,0
58814,12,1,1,56,35,20
58815,6,0,0,27,67,0
58816,16,0,1,84,57,1
58817,23,0,0,96,66,4
58818,6,0,1,20,17,0
58819,14,1,1,14,85,0
58820,16,1,1,39,97,0
58821,4,1,1,3,100,0
58822,18,0,0,81,56,9
58823,6,1,0,95,45,23
58824,2,0,0,88,61,6
58825,8,0,0,51,98,0
58826,8,1,0,68,69,17
58827,13,0,1,69,39,6
58828,5,0,1,49,32,3
58829,11,1,1,59,17,19
58830,2,1,0,28,45,0
58831,9,1,0,38,96,0
58832,20,1,0,48,60,1
58833,3,1,1,96,14,9
58834,19,0,0,63,48,9
58835,19,0,0,29,32,0
58836,13,1,0,34,10,23
58837,8,1,0,78,73,0
58838,4,1,0,75,84,0
58839,6,1,1,1,55,0
58840,3,1,1,34,9,22
58841,9,1,1,47,1,28
58842,16,0,1,41,76,0
58843,15,0,1,2,5,0
58844,4,1,1,92,45,27
58845,8,0,1,71,45,5
58846,12,0,1,94,56,10
58847,19,1,1,25,59,0
58848,1,1,0,22,96,0
58849,4,0,1,39,83,0
58850,3,0,0,36,52,0
58851,22,0,1,15,84,0
58852,18,1,1,80,27,9
58853,3,1,1,20,16,0
58854,23,0,0,76,53,1
58855,8,1,0,0,98,0
58856,18,0,1,90,7,23
58857,8,1,0,91,43,0
58858,3,0,0,79,19,4
58859,3,0,1,69,69,1
58860,7,0,1,58,18,3
58861,21,0,0,14,37,0
58862,13,1,0,22,48,0
58863,12,0,0,75,68,0
58864,8,0,0,40,23,10
58865,2,0,0,1,94,0
58866,23,0,0,19,61,0
58867,22,1,1,27,23,0
58868,16,1,0,51,9,28
58869,6,1,0,88,4,20
58870,15,1,1,63,46,12
58871,8,0,0,21,11,0
58872,22,1,1,50,24,2
58873,10,1,0,87,8,24
58874,2,0,1,77,87,0
58875,12,0,1,17,62,0
58876,10,0,1,69,82,0
58877,3,0,0,31,36,0
58878,23,1,0,22,76,0
58879,23,1,0,58,11,2
58880,8,1,1,8,7,0
58881,0,1,1,88,56,5
58882,6,0,1,34,61,0
58883,11,1,0,30,97,0
58884,19,1,0,52,34,7
58885,16,1,0,30,6,23
58886,7,1,0,12,75,0
58887,18,0,0,3,10,0
58888,8,1,0,77,30,3
58889,16,1,1,39,78,0
58890,4,0,0,44,37,9
58891,13,1,1,69,15,0
58892,13,0,0,82,94,0
58893,17,1,0,81,29,11
58894,14,1,0,1,72,0
58895,13,1,1,0,40,0
58896,5,0,1,49,59,6
58897,1,0,0,4,8,0
58898,21,0,0,56,98,0
58899,7,0,0,26,59,0
58900,9,0,0,99,68,9
58901,6,0,1,11,52,0
58902,5,1,1,24,46,0
58903,14,1,0,39,19,7
58904,0,0,0,90,41,10
58905,14,1,0,45,55,18
58906,9,0,0,52,61,5
58907,2,1,1,68,63,4
58908,11,0,0,5,35,0
58909,17,1,0,90,30,22
58910,15,1,1,67,42,20
58911,5,1,1,46,90,0
58912,17,0,1,19,58,0
58913,5,0,1,48,31,10
58914,6,0,0,10,64,0
58915,0,1,0,18,47,0
58916,19,1,0,96,32,30
58917,5,1,1,41,26,1
58918,11,1,1,9,35,0
58919,2,0,1,7,13,0
58920,10,1,0,17,40,0
58921,3,1,0,61,37,13
58922,11,0,1,73,75,0
58923,5,0,0,15,16,0
58924,14,0,1,33,94,0
58925,11,0,1,32,40,8
58926,10,0,1,45,13,3
58927,17,0,0,59,65,6
58928,11,0,0,43,76,0
58929,16,0,1,72,9,15
58930,11,0,0,57,99,0
58931,2,0,1,98,21,0
58932,16,1,1,33,60,16
58933,17,1,0,94,1,27
58934,17,1,1,85,51,19
58935,15,1,1,87,53,3
58936,9,0,1,69,2,6
58937,17,0,0,28,80,0
58938,13,1,1,46,48,7
58939,6,0,1,28,0,0
58940,6,1,0,34,50,23
58941,22,1,1,27,100,0
58942,15,1,0,19,5,0
58943,8,1,0,9,52,0
58944,0,0,0,45,30,1
58945,16,1,0,1,48,0
58946,2,0,1,4,28,0
58947,2,0,1,2,91,0
58948,23,0,1,49,5,25
58949,17,0,0,0,13,0
58950,7,1,0,73,26,10
58951,18,1,1,60,51,0
58952,20,0,0,89,100,0
58953,5,0,0,22,70,0
58954,16,1,1,46,67,17
58955,10,0,1,31,25,8
58956,2,1,1,7,3,0
58957,23,1,1,73,65,17
58958,17,1,1,30,74,0
58959,18,0,1,97,10,29
58960,16,0,1,94,50,8
58961,10,1,0,46,71,0
58962,9,1,1,58,4,27
58963,5,1,0,23,63,0
58964,12,1,1,54,81,0
58965,2,1,0,82,27,28
58966,19,0,0,77,39,9
58967,6,1,1,68,51,16
58968,17,1,1,95,44,21
58969,5,0,1,85,4,11
58970,21,1,1,31,92,0
58971,16,1,0,97,34,10
58972,17,1,0,54,50,11
58973,15,0,0,27,88,0
58974,20,1,0,78,63,15
58975,16,0,0,32,40,1
58976,17,1,0,56,49,10
58977,17,0,0,87,47,8
58978,19,1,0,27,74,0
58979,17,1,0,31,88,0
58980,19,0,1,73,66,13
58981,12,0,1,56,25,8
58982,21,1,0,51,57,9
58983,23,0,1,59,72,0
58984,11,0,1,53,16,2
58985,8,0,0,53,9,8
58986,12,0,0,64,84,0
58987,4,0,0,6,19,0
58988,16,0,0,34,40,1
